"","id","station","latitude","longitude","month","day","year","date","datenum","id2","Prec","Evap","MeanT","MinT","MaxT"
"24",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1979,"01-Jan-1979",722816,"20003 722816",0,NA,14.5,7,22
"25",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1980,"01-Jan-1980",723181,"20003 723181",NA,NA,NA,NA,NA
"26",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1981,"01-Jan-1981",723547,"20003 723547",0,NA,12,0,24
"27",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1982,"01-Jan-1982",723912,"20003 723912",0,NA,15.25,5,25.5
"28",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1983,"01-Jan-1983",724277,"20003 724277",0,NA,15,5,25
"29",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1984,"01-Jan-1984",724642,"20003 724642",0,NA,8,2,14
"30",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1985,"01-Jan-1985",725008,"20003 725008",NA,NA,NA,NA,NA
"31",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1986,"01-Jan-1986",725373,"20003 725373",NA,NA,NA,NA,NA
"32",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1987,"01-Jan-1987",725738,"20003 725738",NA,NA,NA,NA,NA
"33",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1988,"01-Jan-1988",726103,"20003 726103",0,NA,16,7,25
"34",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1989,"01-Jan-1989",726469,"20003 726469",NA,NA,NA,NA,NA
"35",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1990,"01-Jan-1990",726834,"20003 726834",NA,NA,NA,NA,NA
"36",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1991,"01-Jan-1991",727199,"20003 727199",0,NA,15,5,25
"37",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1992,"01-Jan-1992",727564,"20003 727564",0,NA,14,5,23
"38",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1993,"01-Jan-1993",727930,"20003 727930",NA,NA,13,3,23
"39",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1994,"01-Jan-1994",728295,"20003 728295",NA,NA,NA,NA,NA
"40",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1995,"01-Jan-1995",728660,"20003 728660",NA,NA,NA,NA,NA
"41",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1996,"01-Jan-1996",729025,"20003 729025",NA,NA,NA,NA,NA
"42",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1997,"01-Jan-1997",729391,"20003 729391",NA,NA,NA,NA,NA
"43",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1998,"01-Jan-1998",729756,"20003 729756",NA,NA,NA,NA,NA
"44",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,1999,"01-Jan-1999",730121,"20003 730121",NA,NA,NA,NA,NA
"45",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2000,"01-Jan-2000",730486,"20003 730486",0,NA,13.75,2.5,25
"46",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2001,"01-Jan-2001",730852,"20003 730852",0,NA,13.5,5,22
"47",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2002,"01-Jan-2002",731217,"20003 731217",0,NA,14.5,5,24
"48",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2003,"01-Jan-2003",731582,"20003 731582",0,NA,15,6,24
"49",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2004,"01-Jan-2004",731947,"20003 731947",0,NA,13.5,7,20
"50",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2005,"01-Jan-2005",732313,"20003 732313",0,NA,11.5,0,23
"51",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2006,"01-Jan-2006",732678,"20003 732678",0,NA,15,5,25
"52",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2007,"01-Jan-2007",733043,"20003 733043",0,NA,13.5,9,18
"53",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2008,"01-Jan-2008",733408,"20003 733408",0,NA,11,6,16
"54",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2009,"01-Jan-2009",733774,"20003 733774",0,NA,13,5,21
"55",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,1,2010,"01-Jan-2010",734139,"20003 734139",0,NA,11,6,16
"56",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1956,"02-Jan-1956",714416,"20003 714416",1,NA,11,3,19
"57",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1957,"02-Jan-1957",714782,"20003 714782",0,NA,16.25,6.5,26
"58",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1958,"02-Jan-1958",715147,"20003 715147",0,NA,17,7,27
"59",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1959,"02-Jan-1959",715512,"20003 715512",0,NA,15.5,9,22
"60",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1960,"02-Jan-1960",715877,"20003 715877",0,NA,17,7,27
"61",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1961,"02-Jan-1961",716243,"20003 716243",0,NA,16,5,27
"62",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1962,"02-Jan-1962",716608,"20003 716608",0,NA,16,6,26
"63",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1963,"02-Jan-1963",716973,"20003 716973",0,NA,15.5,7,24
"64",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1964,"02-Jan-1964",717338,"20003 717338",0,NA,13,5,21
"65",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1965,"02-Jan-1965",717704,"20003 717704",NA,NA,NA,NA,NA
"66",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1966,"02-Jan-1966",718069,"20003 718069",NA,NA,NA,NA,NA
"67",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1967,"02-Jan-1967",718434,"20003 718434",0,NA,15.5,6,25
"68",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1968,"02-Jan-1968",718799,"20003 718799",0,NA,15.5,6,25
"69",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1969,"02-Jan-1969",719165,"20003 719165",0,NA,15,8,22
"70",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1970,"02-Jan-1970",719530,"20003 719530",0,NA,17,9,25
"71",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1971,"02-Jan-1971",719895,"20003 719895",0,NA,15.5,5,26
"72",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1972,"02-Jan-1972",720260,"20003 720260",0,NA,15.5,5,26
"73",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1973,"02-Jan-1973",720626,"20003 720626",0,NA,15.5,7,24
"74",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1974,"02-Jan-1974",720991,"20003 720991",0,NA,14,5,23
"75",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1975,"02-Jan-1975",721356,"20003 721356",0,NA,17.5,8,27
"76",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1976,"02-Jan-1976",721721,"20003 721721",0,NA,15.5,6,25
"77",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1977,"02-Jan-1977",722087,"20003 722087",0,NA,13,5,21
"78",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1978,"02-Jan-1978",722452,"20003 722452",0,NA,18.5,9,28
"79",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1979,"02-Jan-1979",722817,"20003 722817",0,NA,11.5,4,19
"80",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1980,"02-Jan-1980",723182,"20003 723182",NA,NA,NA,NA,NA
"81",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1981,"02-Jan-1981",723548,"20003 723548",0,NA,13,1,25
"82",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1982,"02-Jan-1982",723913,"20003 723913",0,NA,19.75,10.5,29
"83",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1983,"02-Jan-1983",724278,"20003 724278",0,NA,15,7.5,22.5
"84",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1984,"02-Jan-1984",724643,"20003 724643",0,NA,7.75,2.5,13
"85",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1985,"02-Jan-1985",725009,"20003 725009",NA,NA,NA,NA,NA
"86",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1986,"02-Jan-1986",725374,"20003 725374",NA,NA,NA,NA,NA
"87",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1987,"02-Jan-1987",725739,"20003 725739",NA,NA,NA,NA,NA
"88",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1988,"02-Jan-1988",726104,"20003 726104",0,NA,15.5,5,26
"89",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1989,"02-Jan-1989",726470,"20003 726470",NA,NA,NA,NA,NA
"90",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1990,"02-Jan-1990",726835,"20003 726835",NA,NA,NA,NA,NA
"91",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1991,"02-Jan-1991",727200,"20003 727200",NA,NA,13.5,5,22
"92",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1992,"02-Jan-1992",727565,"20003 727565",NA,NA,14,5,23
"93",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1993,"02-Jan-1993",727931,"20003 727931",0,NA,14,4,24
"94",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1994,"02-Jan-1994",728296,"20003 728296",NA,NA,NA,NA,NA
"95",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1995,"02-Jan-1995",728661,"20003 728661",NA,NA,NA,NA,NA
"96",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1996,"02-Jan-1996",729026,"20003 729026",NA,NA,NA,NA,NA
"97",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1997,"02-Jan-1997",729392,"20003 729392",NA,NA,NA,NA,NA
"98",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1998,"02-Jan-1998",729757,"20003 729757",NA,NA,NA,NA,NA
"99",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,1999,"02-Jan-1999",730122,"20003 730122",NA,NA,NA,NA,NA
"100",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2000,"02-Jan-2000",730487,"20003 730487",0,NA,17,7,27
"101",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2001,"02-Jan-2001",730853,"20003 730853",0,NA,12,6,18
"102",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2002,"02-Jan-2002",731218,"20003 731218",0,NA,14.5,5,24
"103",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2003,"02-Jan-2003",731583,"20003 731583",0,NA,15,7,23
"104",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2004,"02-Jan-2004",731948,"20003 731948",0,NA,11,3,19
"105",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2005,"02-Jan-2005",732314,"20003 732314",0,NA,14,5,23
"106",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2006,"02-Jan-2006",732679,"20003 732679",0,NA,16,5,27
"107",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2007,"02-Jan-2007",733044,"20003 733044",0,NA,12.5,5,20
"108",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2008,"02-Jan-2008",733409,"20003 733409",0,NA,11.5,7,16
"109",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2009,"02-Jan-2009",733775,"20003 733775",0,NA,14,6,22
"110",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,2,2010,"02-Jan-2010",734140,"20003 734140",0,NA,12.75,5.5,20
"111",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1956,"03-Jan-1956",714417,"20003 714417",0,NA,12,6,18
"112",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1957,"03-Jan-1957",714783,"20003 714783",0,NA,14.5,5,24
"113",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1958,"03-Jan-1958",715148,"20003 715148",0,NA,11.5,5,18
"114",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1959,"03-Jan-1959",715513,"20003 715513",0,NA,14.5,7,22
"115",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1960,"03-Jan-1960",715878,"20003 715878",0,NA,18,9,27
"116",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1961,"03-Jan-1961",716244,"20003 716244",0,NA,13,5,21
"117",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1962,"03-Jan-1962",716609,"20003 716609",0,NA,17,7,27
"118",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1963,"03-Jan-1963",716974,"20003 716974",0,NA,16.5,9,24
"119",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1964,"03-Jan-1964",717339,"20003 717339",0,NA,12.5,4,21
"120",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1965,"03-Jan-1965",717705,"20003 717705",NA,NA,NA,NA,NA
"121",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1966,"03-Jan-1966",718070,"20003 718070",NA,NA,NA,NA,NA
"122",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1967,"03-Jan-1967",718435,"20003 718435",0,NA,15,8,22
"123",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1968,"03-Jan-1968",718800,"20003 718800",0,NA,16,6,26
"124",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1969,"03-Jan-1969",719166,"20003 719166",0,NA,15,5,25
"125",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1970,"03-Jan-1970",719531,"20003 719531",0,NA,14.5,5,24
"126",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1971,"03-Jan-1971",719896,"20003 719896",0,NA,15,5,25
"127",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1972,"03-Jan-1972",720261,"20003 720261",0,NA,17,5,29
"128",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1973,"03-Jan-1973",720627,"20003 720627",0,NA,14,8,20
"129",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1974,"03-Jan-1974",720992,"20003 720992",0,NA,13,4,22
"130",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1975,"03-Jan-1975",721357,"20003 721357",0,NA,19.5,12,27
"131",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1976,"03-Jan-1976",721722,"20003 721722",0,NA,14.5,5,24
"132",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1977,"03-Jan-1977",722088,"20003 722088",0,NA,15.5,7,24
"133",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1978,"03-Jan-1978",722453,"20003 722453",0,NA,13,5,21
"134",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1979,"03-Jan-1979",722818,"20003 722818",0,NA,12.5,3,22
"135",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1980,"03-Jan-1980",723183,"20003 723183",NA,NA,NA,NA,NA
"136",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1981,"03-Jan-1981",723549,"20003 723549",0,NA,12.5,0,25
"137",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1982,"03-Jan-1982",723914,"20003 723914",0,NA,15.5,9,22
"138",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1983,"03-Jan-1983",724279,"20003 724279",0,NA,13,5.5,20.5
"139",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1984,"03-Jan-1984",724644,"20003 724644",0,NA,7.75,2,13.5
"140",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1985,"03-Jan-1985",725010,"20003 725010",NA,NA,NA,NA,NA
"141",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1986,"03-Jan-1986",725375,"20003 725375",NA,NA,NA,NA,NA
"142",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1987,"03-Jan-1987",725740,"20003 725740",NA,NA,NA,NA,NA
"143",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1988,"03-Jan-1988",726105,"20003 726105",0,NA,13.5,4,23
"144",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1989,"03-Jan-1989",726471,"20003 726471",NA,NA,NA,NA,NA
"145",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1990,"03-Jan-1990",726836,"20003 726836",NA,NA,NA,NA,NA
"146",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1991,"03-Jan-1991",727201,"20003 727201",0,NA,15.5,7,24
"147",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1992,"03-Jan-1992",727566,"20003 727566",0,NA,12.5,3,22
"148",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1993,"03-Jan-1993",727932,"20003 727932",0,NA,13.5,3,24
"149",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1994,"03-Jan-1994",728297,"20003 728297",NA,NA,NA,NA,NA
"150",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1995,"03-Jan-1995",728662,"20003 728662",NA,NA,NA,NA,NA
"151",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1996,"03-Jan-1996",729027,"20003 729027",NA,NA,NA,NA,NA
"152",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1997,"03-Jan-1997",729393,"20003 729393",NA,NA,NA,NA,NA
"153",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1998,"03-Jan-1998",729758,"20003 729758",NA,NA,NA,NA,NA
"154",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,1999,"03-Jan-1999",730123,"20003 730123",NA,NA,NA,NA,NA
"155",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2000,"03-Jan-2000",730488,"20003 730488",0,NA,15,4,26
"156",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2001,"03-Jan-2001",730854,"20003 730854",0,NA,12.5,9,16
"157",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2002,"03-Jan-2002",731219,"20003 731219",0,NA,12.5,6,19
"158",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2003,"03-Jan-2003",731584,"20003 731584",0,NA,13.5,5,22
"159",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2004,"03-Jan-2004",731949,"20003 731949",0,NA,19.5,3,36
"160",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2005,"03-Jan-2005",732315,"20003 732315",0,NA,15,7,23
"161",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2006,"03-Jan-2006",732680,"20003 732680",0,NA,14,4,24
"162",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2007,"03-Jan-2007",733045,"20003 733045",0,NA,12.75,5,20.5
"163",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2008,"03-Jan-2008",733410,"20003 733410",0,NA,7.5,3,12
"164",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2009,"03-Jan-2009",733776,"20003 733776",0,NA,15.5,6,25
"165",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,3,2010,"03-Jan-2010",734141,"20003 734141",0,NA,13.5,7,20
"166",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1956,"04-Jan-1956",714418,"20003 714418",0,NA,10,5,15
"167",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1957,"04-Jan-1957",714784,"20003 714784",0,NA,15,4,26
"168",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1958,"04-Jan-1958",715149,"20003 715149",0,NA,12.5,4,21
"169",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1959,"04-Jan-1959",715514,"20003 715514",0,NA,11,4,18
"170",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1960,"04-Jan-1960",715879,"20003 715879",0,NA,16.75,7.5,26
"171",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1961,"04-Jan-1961",716245,"20003 716245",0,NA,15.5,10,21
"172",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1962,"04-Jan-1962",716610,"20003 716610",0,NA,16.5,8,25
"173",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1963,"04-Jan-1963",716975,"20003 716975",0,NA,16.5,9,24
"174",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1964,"04-Jan-1964",717340,"20003 717340",0,NA,13,4,22
"175",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1965,"04-Jan-1965",717706,"20003 717706",NA,NA,NA,NA,NA
"176",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1966,"04-Jan-1966",718071,"20003 718071",NA,NA,NA,NA,NA
"177",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1967,"04-Jan-1967",718436,"20003 718436",0,NA,12.5,4,21
"178",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1968,"04-Jan-1968",718801,"20003 718801",0,NA,15,7,23
"179",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1969,"04-Jan-1969",719167,"20003 719167",11.2,NA,11.5,4,19
"180",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1970,"04-Jan-1970",719532,"20003 719532",0,NA,15.5,5,26
"181",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1971,"04-Jan-1971",719897,"20003 719897",0,NA,14.5,3,26
"182",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1972,"04-Jan-1972",720262,"20003 720262",0,NA,14.5,4,25
"183",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1973,"04-Jan-1973",720628,"20003 720628",0,NA,15,6,24
"184",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1974,"04-Jan-1974",720993,"20003 720993",0,NA,14,5,23
"185",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1975,"04-Jan-1975",721358,"20003 721358",0,NA,15.5,9,22
"186",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1976,"04-Jan-1976",721723,"20003 721723",0,NA,16,7,25
"187",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1977,"04-Jan-1977",722089,"20003 722089",0,NA,16,9,23
"188",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1978,"04-Jan-1978",722454,"20003 722454",0,NA,14,6,22
"189",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1979,"04-Jan-1979",722819,"20003 722819",0,NA,14,5,23
"190",20003,"ASTATLA-OAX",17.9666666667,-97.4236111111,1,4,1980,"04-Jan-1980",723184,"20003 723184",NA,NA,NA,NA,NA
